GEOID,LONGNAME,COUNTY,PlanningRegion,ARCModelingArea,% Gross rent 30.0 percent of income or greater 2019
13157010703,"Census Tract 107.03, Jackson County",Jackson,Northeast Georgia,No,7.2
13211010400,"Census Tract 104, Morgan County",Morgan,Northeast Georgia,No,29.2
13013180107,"Census Tract 1801.07, Barrow County",Barrow,Northeast Georgia,Yes,43
13097080303,"Census Tract 803.03, Douglas County",Douglas,Atlanta Regional Commission,Yes,47.1
13185010101,"Census Tract 101.01, Lowndes County",Lowndes,Southern Georgia,No,40.2
13121009402,"Census Tract 94.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,43.5
13135050308,"Census Tract 503.08, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,28.4
13139000101,"Census Tract 1.01, Hall County",Hall,Georgia Mountains,Yes,38.5
13321950200,"Census Tract 9502, Worth County",Worth,Southwest Georgia,No,69.9
13139001002,"Census Tract 10.02, Hall County",Hall,Georgia Mountains,Yes,29.1
13067031117,"Census Tract 311.17, Cobb County",Cobb,Atlanta Regional Commission,Yes,54.2
13157010103,"Census Tract 101.03, Jackson County",Jackson,Northeast Georgia,No,74.7
13143010301,"Census Tract 103.01, Haralson County",Haralson,Northwest Georgia,No,63.7
13057090300,"Census Tract 903, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,53.8
13193000200,"Census Tract 2, Macon County",Macon,River Valley,No,50
13009970200,"Census Tract 9702, Baldwin County",Baldwin,Middle Georgia,No,45.1
13057091006,"Census Tract 910.06, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,59.8
13161960100,"Census Tract 9601, Jeff Davis County",Jeff Davis,Heart of Georgia Altamaha,No,48
13121010108,"Census Tract 101.08, Fulton County",Fulton,Atlanta Regional Commission,Yes,54.7
13103030305,"Census Tract 303.05, Effingham County",Effingham,Coastal Regional Commission,No,48.8
13089021211,"Census Tract 212.11, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,69.6
13135050213,"Census Tract 502.13, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,19.8
13089022900,"Census Tract 229, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,36
13107970400,"Census Tract 9704, Emanuel County",Emanuel,Heart of Georgia Altamaha,No,41.6
13021013407,"Census Tract 134.07, Bibb County",Bibb,Middle Georgia,No,63
13067030218,"Census Tract 302.18, Cobb County",Cobb,Atlanta Regional Commission,Yes,38
13169030302,"Census Tract 303.02, Jones County",Jones,Middle Georgia,No,70.5
13003960200,"Census Tract 9602, Atkinson County",Atkinson,Southern Georgia,No,42
13121010508,"Census Tract 105.08, Fulton County",Fulton,Atlanta Regional Commission,Yes,66.9
13261950200,"Census Tract 9502, Sumter County",Sumter,River Valley,No,36.7
13067030335,"Census Tract 303.35, Cobb County",Cobb,Atlanta Regional Commission,Yes,46.7
13121008102,"Census Tract 81.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,57.3
13135050430,"Census Tract 504.30, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,54.7
13135050540,"Census Tract 505.40, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,41.5
13059000600,"Census Tract 6, Clarke County",Clarke,Northeast Georgia,No,53.5
13215010502,"Census Tract 105.02, Muscogee County",Muscogee,River Valley,No,44.3
13087970300,"Census Tract 9703, Decatur County",Decatur,Southwest Georgia,No,30.8
13089020300,"Census Tract 203, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,21.9
13133950302,"Census Tract 9503.02, Greene County",Greene,Northeast Georgia,No,11.6
13043950300,"Census Tract 9503, Candler County",Candler,Heart of Georgia Altamaha,No,24.5
13121007602,"Census Tract 76.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,64.2
13313000301,"Census Tract 3.01, Whitfield County",Whitfield,Northwest Georgia,No,43.6
13113140306,"Census Tract 1403.06, Fayette County",Fayette,Atlanta Regional Commission,Yes,54
13035150300,"Census Tract 1503, Butts County",Butts,Three Rivers,No,57.9
13187960202,"Census Tract 9602.02, Lumpkin County",Lumpkin,Georgia Mountains,No,64.6
13245010506,"Census Tract 105.06, Richmond County",Richmond,Central Savannah River Area,No,67.2
13135050424,"Census Tract 504.24, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,50.7
13067030222,"Census Tract 302.22, Cobb County",Cobb,Atlanta Regional Commission,Yes,34.8
13089023206,"Census Tract 232.06, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,69.3
13067030318,"Census Tract 303.18, Cobb County",Cobb,Atlanta Regional Commission,Yes,28.7
13129970900,"Census Tract 9709, Gordon County",Gordon,Northwest Georgia,No,38.8
13111050200,"Census Tract 502, Fannin County",Fannin,Northwest Georgia,No,42.6
13215010104,"Census Tract 101.04, Muscogee County",Muscogee,River Valley,No,41.2
13191110300,"Census Tract 1103, McIntosh County",McIntosh,Coastal Regional Commission,No,50.7
13185011200,"Census Tract 112, Lowndes County",Lowndes,Southern Georgia,No,77.1
13135050525,"Census Tract 505.25, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,67.8
13237960101,"Census Tract 9601.01, Putnam County",Putnam,Middle Georgia,No,33.7
13175951100,"Census Tract 9511, Laurens County",Laurens,Heart of Georgia Altamaha,No,66.2
13121008800,"Census Tract 88, Fulton County",Fulton,Atlanta Regional Commission,Yes,54.9
13015960101,"Census Tract 9601.01, Bartow County",Bartow,Northwest Georgia,Yes,64
13099090200,"Census Tract 902, Early County",Early,Southwest Georgia,No,52.5
13313000900,"Census Tract 9, Whitfield County",Whitfield,Northwest Georgia,No,44.5
13089023208,"Census Tract 232.08, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,63.6
13067030238,"Census Tract 302.38, Cobb County",Cobb,Atlanta Regional Commission,Yes,54.7
13089020400,"Census Tract 204, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,31.7
13089021703,"Census Tract 217.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,62.3
13077170503,"Census Tract 1705.03, Coweta County",Coweta,Three Rivers,Yes,30.2
13139001201,"Census Tract 12.01, Hall County",Hall,Georgia Mountains,Yes,36.3
13031110100,"Census Tract 1101, Bulloch County",Bulloch,Coastal Regional Commission,No,40.1
13067030413,"Census Tract 304.13, Cobb County",Cobb,Atlanta Regional Commission,Yes,48.4
13091960300,"Census Tract 9603, Dodge County",Dodge,Heart of Georgia Altamaha,No,38.3
13067030901,"Census Tract 309.01, Cobb County",Cobb,Atlanta Regional Commission,Yes,69.8
13087970800,"Census Tract 9708, Decatur County",Decatur,Southwest Georgia,No,53.3
13113140206,"Census Tract 1402.06, Fayette County",Fayette,Atlanta Regional Commission,Yes,50.9
13121011615,"Census Tract 116.15, Fulton County",Fulton,Atlanta Regional Commission,Yes,68.6
13067030328,"Census Tract 303.28, Cobb County",Cobb,Atlanta Regional Commission,Yes,29.7
13157010300,"Census Tract 103, Jackson County",Jackson,Northeast Georgia,No,47.4
13223120103,"Census Tract 1201.03, Paulding County",Paulding,Northwest Georgia,Yes,51
13009970500,"Census Tract 9705, Baldwin County",Baldwin,Middle Georgia,No,85.7
13139001403,"Census Tract 14.03, Hall County",Hall,Georgia Mountains,Yes,48
13095000501,"Census Tract 5.01, Dougherty County",Dougherty,Southwest Georgia,No,14.6
13121010106,"Census Tract 101.06, Fulton County",Fulton,Atlanta Regional Commission,Yes,27.8
13057091005,"Census Tract 910.05, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,59.6
13015960902,"Census Tract 9609.02, Bartow County",Bartow,Northwest Georgia,Yes,27.4
13089021415,"Census Tract 214.15, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,29.8
13205090100,"Census Tract 901, Mitchell County",Mitchell,Southwest Georgia,No,34.2
13135050528,"Census Tract 505.28, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,53.9
13213010500,"Census Tract 105, Murray County",Murray,Northwest Georgia,No,20.6
13135050107,"Census Tract 501.07, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,40.8
13199970500,"Census Tract 9705, Meriwether County",Meriwether,Three Rivers,No,62.1
13089023412,"Census Tract 234.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,86.9
13317010101,"Census Tract 101.01, Wilkes County",Wilkes,Central Savannah River Area,No,34.1
13151070114,"Census Tract 701.14, Henry County",Henry,Atlanta Regional Commission,Yes,49.4
13139001501,"Census Tract 15.01, Hall County",Hall,Georgia Mountains,Yes,46.6
13079070202,"Census Tract 702.02, Crawford County",Crawford,Middle Georgia,No,39.1
13067030904,"Census Tract 309.04, Cobb County",Cobb,Atlanta Regional Commission,Yes,61.6
13063040408,"Census Tract 404.08, Clayton County",Clayton,Atlanta Regional Commission,Yes,48.8
13089021216,"Census Tract 212.16, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,37.5
13089021912,"Census Tract 219.12, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,100
13051004002,"Census Tract 40.02, Chatham County",Chatham,Coastal Regional Commission,No,50.2
13009970300,"Census Tract 9703, Baldwin County",Baldwin,Middle Georgia,No,29
13139000500,"Census Tract 5, Hall County",Hall,Georgia Mountains,Yes,57.5
13089023411,"Census Tract 234.11, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,59.5
13089021602,"Census Tract 216.02, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,51.8
13127000101,"Census Tract 1.01, Glynn County",Glynn,Coastal Regional Commission,No,70.4
13019970100,"Census Tract 9701, Berrien County",Berrien,Southern Georgia,No,19.4
13211010300,"Census Tract 103, Morgan County",Morgan,Northeast Georgia,No,31.2
13067030319,"Census Tract 303.19, Cobb County",Cobb,Atlanta Regional Commission,Yes,41.8
13089020801,"Census Tract 208.01, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,33.9
13069010600,"Census Tract 106, Coffee County",Coffee,Southern Georgia,No,29.9
13067030345,"Census Tract 303.45, Cobb County",Cobb,Atlanta Regional Commission,Yes,32.8
13067030104,"Census Tract 301.04, Cobb County",Cobb,Atlanta Regional Commission,Yes,52.2
13167960100,"Census Tract 9601, Johnson County",Johnson,Heart of Georgia Altamaha,No,38.4
13157010702,"Census Tract 107.02, Jackson County",Jackson,Northeast Georgia,No,40.6
13121011301,"Census Tract 113.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,51.6
13179010208,"Census Tract 102.08, Liberty County",Liberty,Coastal Regional Commission,No,38.3
13013180204,"Census Tract 1802.04, Barrow County",Barrow,Northeast Georgia,Yes,49.1
13301970400,"Census Tract 9704, Warren County",Warren,Central Savannah River Area,No,55.3
13067030506,"Census Tract 305.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,40.4
13251970600,"Census Tract 9706, Screven County",Screven,Coastal Regional Commission,No,34.9
13077170501,"Census Tract 1705.01, Coweta County",Coweta,Three Rivers,Yes,31.3
13297110700,"Census Tract 1107, Walton County",Walton,Northeast Georgia,Yes,59.6
13089022100,"Census Tract 221, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,44
13089021410,"Census Tract 214.10, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,55.4
13039010500,"Census Tract 105, Camden County",Camden,Coastal Regional Commission,No,56.7
13059130600,"Census Tract 1306, Clarke County",Clarke,Northeast Georgia,No,57.8
13059140300,"Census Tract 1403, Clarke County",Clarke,Northeast Georgia,No,59.6
13089021405,"Census Tract 214.05, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,39.7
13215000900,"Census Tract 9, Muscogee County",Muscogee,River Valley,No,29.5
13121010114,"Census Tract 101.14, Fulton County",Fulton,Atlanta Regional Commission,Yes,54
13073030203,"Census Tract 302.03, Columbia County",Columbia,Central Savannah River Area,No,40.2
13305970400,"Census Tract 9704, Wayne County",Wayne,Heart of Georgia Altamaha,No,38.2
13285960502,"Census Tract 9605.02, Troup County",Troup,Three Rivers,No,43.5
13021013504,"Census Tract 135.04, Bibb County",Bibb,Middle Georgia,No,51.9
13139001607,"Census Tract 16.07, Hall County",Hall,Georgia Mountains,Yes,55.8
13089023204,"Census Tract 232.04, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,42.8
13067030312,"Census Tract 303.12, Cobb County",Cobb,Atlanta Regional Commission,Yes,46
13121010601,"Census Tract 106.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,52.6
13135050526,"Census Tract 505.26, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,58.2
13089021303,"Census Tract 213.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,49.1
13215003000,"Census Tract 30, Muscogee County",Muscogee,River Valley,No,68.9
13107970200,"Census Tract 9702, Emanuel County",Emanuel,Heart of Georgia Altamaha,No,46.2
13121010513,"Census Tract 105.13, Fulton County",Fulton,Atlanta Regional Commission,Yes,58
13113140304,"Census Tract 1403.04, Fayette County",Fayette,Atlanta Regional Commission,Yes,23.2
13137000400,"Census Tract 4, Habersham County",Habersham,Georgia Mountains,No,13.8
13029920305,"Census Tract 9203.05, Bryan County",Bryan,Coastal Regional Commission,No,39.4
13139000102,"Census Tract 1.02, Hall County",Hall,Georgia Mountains,Yes,43.1
13073030505,"Census Tract 305.05, Columbia County",Columbia,Central Savannah River Area,No,38.3
13225040200,"Census Tract 402, Peach County",Peach,Middle Georgia,No,57.2
13121010211,"Census Tract 102.11, Fulton County",Fulton,Atlanta Regional Commission,Yes,32.5
13125010100,"Census Tract 101, Glascock County",Glascock,Central Savannah River Area,No,39.9
13121010205,"Census Tract 102.05, Fulton County",Fulton,Atlanta Regional Commission,Yes,21.5
13013180503,"Census Tract 1805.03, Barrow County",Barrow,Northeast Georgia,Yes,44.4
13121011306,"Census Tract 113.06, Fulton County",Fulton,Atlanta Regional Commission,Yes,66.8
13073030307,"Census Tract 303.07, Columbia County",Columbia,Central Savannah River Area,No,24.9
13139001604,"Census Tract 16.04, Hall County",Hall,Georgia Mountains,Yes,47.6
13087970700,"Census Tract 9707, Decatur County",Decatur,Southwest Georgia,No,56.5
13137000601,"Census Tract 6.01, Habersham County",Habersham,Georgia Mountains,No,34.6
13031110601,"Census Tract 1106.01, Bulloch County",Bulloch,Coastal Regional Commission,No,52.9
13245010600,"Census Tract 106, Richmond County",Richmond,Central Savannah River Area,No,62
13135050605,"Census Tract 506.05, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,39.9
13001950300,"Census Tract 9503, Appling County",Appling,Heart of Georgia Altamaha,No,39.1
13031110800,"Census Tract 1108, Bulloch County",Bulloch,Coastal Regional Commission,No,52.6
13295020601,"Census Tract 206.01, Walker County",Walker,Northwest Georgia,No,30.5
13055010100,"Census Tract 101, Chattooga County",Chattooga,Northwest Georgia,No,33.6
13117130505,"Census Tract 1305.05, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,77.4
13109970200,"Census Tract 9702, Evans County",Evans,Heart of Georgia Altamaha,No,49.4
13135050712,"Census Tract 507.12, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,50
13211010100,"Census Tract 101, Morgan County",Morgan,Northeast Georgia,No,29.6
13139000204,"Census Tract 2.04, Hall County",Hall,Georgia Mountains,Yes,53
13077170403,"Census Tract 1704.03, Coweta County",Coweta,Three Rivers,Yes,16.6
13077170802,"Census Tract 1708.02, Coweta County",Coweta,Three Rivers,Yes,47
13215002300,"Census Tract 23, Muscogee County",Muscogee,River Valley,No,53.6
13127000700,"Census Tract 7, Glynn County",Glynn,Coastal Regional Commission,No,57.8
13121003500,"Census Tract 35, Fulton County",Fulton,Atlanta Regional Commission,Yes,50.4
13135050520,"Census Tract 505.20, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,63.2
13245000100,"Census Tract 1, Richmond County",Richmond,Central Savannah River Area,No,57.8
13121005502,"Census Tract 55.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,63.7
13297110504,"Census Tract 1105.04, Walton County",Walton,Northeast Georgia,Yes,53.2
13219030200,"Census Tract 302, Oconee County",Oconee,Northeast Georgia,No,58.2
13121007200,"Census Tract 72, Fulton County",Fulton,Atlanta Regional Commission,Yes,67.2
13067031114,"Census Tract 311.14, Cobb County",Cobb,Atlanta Regional Commission,Yes,43.6
13121007808,"Census Tract 78.08, Fulton County",Fulton,Atlanta Regional Commission,Yes,72.9
13067030320,"Census Tract 303.20, Cobb County",Cobb,Atlanta Regional Commission,Yes,32.8
13121011414,"Census Tract 114.14, Fulton County",Fulton,Atlanta Regional Commission,Yes,49
13047030304,"Census Tract 303.04, Catoosa County",Catoosa,Northwest Georgia,No,23.7
13059130300,"Census Tract 1303, Clarke County",Clarke,Northeast Georgia,No,56.3
13051003301,"Census Tract 33.01, Chatham County",Chatham,Coastal Regional Commission,No,66.7
13029920303,"Census Tract 9203.03, Bryan County",Bryan,Coastal Regional Commission,No,57.1
13121008201,"Census Tract 82.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,66.9
13121002300,"Census Tract 23, Fulton County",Fulton,Atlanta Regional Commission,Yes,61.9
13185010103,"Census Tract 101.03, Lowndes County",Lowndes,Southern Georgia,No,31.4
13247060405,"Census Tract 604.05, Rockdale County",Rockdale,Atlanta Regional Commission,Yes,23.5
13021010500,"Census Tract 105, Bibb County",Bibb,Middle Georgia,No,50.4
13297110800,"Census Tract 1108, Walton County",Walton,Northeast Georgia,Yes,39.5
13313000200,"Census Tract 2, Whitfield County",Whitfield,Northwest Georgia,No,9.2
13063040609,"Census Tract 406.09, Clayton County",Clayton,Atlanta Regional Commission,Yes,51.9
13011970400,"Census Tract 9704, Banks County",Banks,Georgia Mountains,No,40.9
13059001800,"Census Tract 18, Clarke County",Clarke,Northeast Georgia,No,47.1
13095000900,"Census Tract 9, Dougherty County",Dougherty,Southwest Georgia,No,47.9
13179010207,"Census Tract 102.07, Liberty County",Liberty,Coastal Regional Commission,No,56.6
13067031306,"Census Tract 313.06, Cobb County",Cobb,Atlanta Regional Commission,Yes,36.8
13067031110,"Census Tract 311.10, Cobb County",Cobb,Atlanta Regional Commission,Yes,47.9
13135050109,"Census Tract 501.09, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,45.6
13063040606,"Census Tract 406.06, Clayton County",Clayton,Atlanta Regional Commission,Yes,69.2
13057091008,"Census Tract 910.08, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,45.9
13057090501,"Census Tract 905.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,9.8
13311950202,"Census Tract 9502.02, White County",White,Georgia Mountains,No,39.6
13215002901,"Census Tract 29.01, Muscogee County",Muscogee,River Valley,No,55.1
13189950200,"Census Tract 9502, McDuffie County",McDuffie,Central Savannah River Area,No,57.6
13135050422,"Census Tract 504.22, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,66.6
13089021705,"Census Tract 217.05, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,70.7
13153021113,"Census Tract 211.13, Houston County",Houston,Middle Georgia,No,36.6
13121009801,"Census Tract 98.01, Fulton County",Fulton,Atlanta Regional Commission,Yes,49
13075960200,"Census Tract 9602, Cook County",Cook,Southern Georgia,No,35.2
13059130700,"Census Tract 1307, Clarke County",Clarke,Northeast Georgia,No,45.5
13067031108,"Census Tract 311.08, Cobb County",Cobb,Atlanta Regional Commission,Yes,42.7
13047030202,"Census Tract 302.02, Catoosa County",Catoosa,Northwest Georgia,No,28.2
13045910703,"Census Tract 9107.03, Carroll County",Carroll,Three Rivers,Yes,27.6
13069010400,"Census Tract 104, Coffee County",Coffee,Southern Georgia,No,36.3
13075960100,"Census Tract 9601, Cook County",Cook,Southern Georgia,No,40.3
13217100901,"Census Tract 1009.01, Newton County",Newton,Northeast Georgia,Yes,42.5
13029920301,"Census Tract 9203.01, Bryan County",Bryan,Coastal Regional Commission,No,54
13117130202,"Census Tract 1302.02, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,56.3
13095011000,"Census Tract 110, Dougherty County",Dougherty,Southwest Georgia,No,49.1
13051010802,"Census Tract 108.02, Chatham County",Chatham,Coastal Regional Commission,No,42.3
13067030235,"Census Tract 302.35, Cobb County",Cobb,Atlanta Regional Commission,Yes,44.7
13197920200,"Census Tract 9202, Marion County",Marion,River Valley,No,27.6
13215010701,"Census Tract 107.01, Muscogee County",Muscogee,River Valley,No,64
13135050216,"Census Tract 502.16, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,54.8
13077170405,"Census Tract 1704.05, Coweta County",Coweta,Three Rivers,Yes,28.4
13067030344,"Census Tract 303.44, Cobb County",Cobb,Atlanta Regional Commission,Yes,50
13121011503,"Census Tract 115.03, Fulton County",Fulton,Atlanta Regional Commission,Yes,19.6
13245010101,"Census Tract 101.01, Richmond County",Richmond,Central Savannah River Area,No,33.2
13063040509,"Census Tract 405.09, Clayton County",Clayton,Atlanta Regional Commission,Yes,48
13175950600,"Census Tract 9506, Laurens County",Laurens,Heart of Georgia Altamaha,No,52.9
13103030203,"Census Tract 302.03, Effingham County",Effingham,Coastal Regional Commission,No,49.4
13063980000,"Census Tract 9800, Clayton County",Clayton,Atlanta Regional Commission,Yes,
13021010300,"Census Tract 103, Bibb County",Bibb,Middle Georgia,No,76.5
13313000102,"Census Tract 1.02, Whitfield County",Whitfield,Northwest Georgia,No,31
13107970100,"Census Tract 9701, Emanuel County",Emanuel,Heart of Georgia Altamaha,No,33.6
13089021603,"Census Tract 216.03, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,50.6
13045910104,"Census Tract 9101.04, Carroll County",Carroll,Three Rivers,Yes,29.3
13051011108,"Census Tract 111.08, Chatham County",Chatham,Coastal Regional Commission,No,15.8
13057090701,"Census Tract 907.01, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,23.7
13113140101,"Census Tract 1401.01, Fayette County",Fayette,Atlanta Regional Commission,Yes,57.9
13285960700,"Census Tract 9607, Troup County",Troup,Three Rivers,No,43
13051010901,"Census Tract 109.01, Chatham County",Chatham,Coastal Regional Commission,No,57.5
13051003501,"Census Tract 35.01, Chatham County",Chatham,Coastal Regional Commission,No,52.2
13063040616,"Census Tract 406.16, Clayton County",Clayton,Atlanta Regional Commission,Yes,41.4
13067031311,"Census Tract 313.11, Cobb County",Cobb,Atlanta Regional Commission,Yes,57.7
13067031503,"Census Tract 315.03, Cobb County",Cobb,Atlanta Regional Commission,Yes,54.3
13063040303,"Census Tract 403.03, Clayton County",Clayton,Atlanta Regional Commission,Yes,50.5
13135050108,"Census Tract 501.08, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,50.8
13157010200,"Census Tract 102, Jackson County",Jackson,Northeast Georgia,No,36.1
13039010602,"Census Tract 106.02, Camden County",Camden,Coastal Regional Commission,No,79.1
13121010303,"Census Tract 103.03, Fulton County",Fulton,Atlanta Regional Commission,Yes,54
13271950200,"Census Tract 9502, Telfair County",Telfair,Heart of Georgia Altamaha,No,61.2
13117130105,"Census Tract 1301.05, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,50
13245001000,"Census Tract 10, Richmond County",Richmond,Central Savannah River Area,No,50.3
13133950100,"Census Tract 9501, Greene County",Greene,Northeast Georgia,No,45.9
13121010304,"Census Tract 103.04, Fulton County",Fulton,Atlanta Regional Commission,Yes,35.6
13115000202,"Census Tract 2.02, Floyd County",Floyd,Northwest Georgia,No,48
13183970200,"Census Tract 9702, Long County",Long,Coastal Regional Commission,No,65.5
13245010710,"Census Tract 107.10, Richmond County",Richmond,Central Savannah River Area,No,62.3
13213010600,"Census Tract 106, Murray County",Murray,Northwest Georgia,No,23.3
13231010300,"Census Tract 103, Pike County",Pike,Three Rivers,No,48.1
13051004208,"Census Tract 42.08, Chatham County",Chatham,Coastal Regional Commission,No,58
13149970100,"Census Tract 9701, Heard County",Heard,Three Rivers,No,41.3
13135050547,"Census Tract 505.47, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,53
13255160200,"Census Tract 1602, Spalding County",Spalding,Three Rivers,Yes,33.9
13255160400,"Census Tract 1604, Spalding County",Spalding,Three Rivers,Yes,59.3
13293010100,"Census Tract 101, Upson County",Upson,Three Rivers,No,34.6
13121008902,"Census Tract 89.02, Fulton County",Fulton,Atlanta Regional Commission,Yes,40.9
13145120200,"Census Tract 1202, Harris County",Harris,River Valley,No,52.1
13063040615,"Census Tract 406.15, Clayton County",Clayton,Atlanta Regional Commission,Yes,57.2
13057090803,"Census Tract 908.03, Cherokee County",Cherokee,Atlanta Regional Commission,Yes,34.7
13051010700,"Census Tract 107, Chatham County",Chatham,Coastal Regional Commission,No,28
13153021108,"Census Tract 211.08, Houston County",Houston,Middle Georgia,No,34.2
13127000501,"Census Tract 5.01, Glynn County",Glynn,Coastal Regional Commission,No,53.4
13135050544,"Census Tract 505.44, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,55.4
13117130611,"Census Tract 1306.11, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,100
13009970800,"Census Tract 9708, Baldwin County",Baldwin,Middle Georgia,No,60.1
13135050423,"Census Tract 504.23, Gwinnett County",Gwinnett,Atlanta Regional Commission,Yes,56.4
13139000400,"Census Tract 4, Hall County",Hall,Georgia Mountains,Yes,29.5
13067030411,"Census Tract 304.11, Cobb County",Cobb,Atlanta Regional Commission,Yes,48.8
13051011500,"Census Tract 115, Chatham County",Chatham,Coastal Regional Commission,No,14.2
13017960200,"Census Tract 9602, Ben Hill County",Ben Hill,Southern Georgia,No,45.3
13123080500,"Census Tract 805, Gilmer County",Gilmer,Northwest Georgia,No,46.8
13117130104,"Census Tract 1301.04, Forsyth County",Forsyth,Atlanta Regional Commission,Yes,23.1
13275960700,"Census Tract 9607, Thomas County",Thomas,Southwest Georgia,No,67.2
13115000900,"Census Tract 9, Floyd County",Floyd,Northwest Georgia,No,18.2
13185010800,"Census Tract 108, Lowndes County",Lowndes,Southern Georgia,No,37.4
13089021504,"Census Tract 215.04, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,49.7
13131950600,"Census Tract 9506, Grady County",Grady,Southwest Georgia,No,47.3
13255160100,"Census Tract 1601, Spalding County",Spalding,Three Rivers,Yes,41.1
13221960300,"Census Tract 9603, Oglethorpe County",Oglethorpe,Northeast Georgia,No,17.6
13321950400,"Census Tract 9504, Worth County",Worth,Southwest Georgia,No,49.5
13089023428,"Census Tract 234.28, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,56.9
13095010403,"Census Tract 104.03, Dougherty County",Dougherty,Southwest Georgia,No,33.9
13237960300,"Census Tract 9603, Putnam County",Putnam,Middle Georgia,No,54.2
13175950800,"Census Tract 9508, Laurens County",Laurens,Heart of Georgia Altamaha,No,40.1
13033950200,"Census Tract 9502, Burke County",Burke,Central Savannah River Area,No,26.3
13121001700,"Census Tract 17, Fulton County",Fulton,Atlanta Regional Commission,Yes,33.3
13217100902,"Census Tract 1009.02, Newton County",Newton,Northeast Georgia,Yes,55.9
13067031112,"Census Tract 311.12, Cobb County",Cobb,Atlanta Regional Commission,Yes,28.8
13121008700,"Census Tract 87, Fulton County",Fulton,Atlanta Regional Commission,Yes,52
13255160900,"Census Tract 1609, Spalding County",Spalding,Three Rivers,Yes,48.2
13183980000,"Census Tract 9800, Long County",Long,Coastal Regional Commission,No,
13175950500,"Census Tract 9505, Laurens County",Laurens,Heart of Georgia Altamaha,No,55.9
13063040614,"Census Tract 406.14, Clayton County",Clayton,Atlanta Regional Commission,Yes,60.1
13095001403,"Census Tract 14.03, Dougherty County",Dougherty,Southwest Georgia,No,54.8
13255161200,"Census Tract 1612, Spalding County",Spalding,Three Rivers,Yes,53.9
13051011004,"Census Tract 110.04, Chatham County",Chatham,Coastal Regional Commission,No,7.1
13067030215,"Census Tract 302.15, Cobb County",Cobb,Atlanta Regional Commission,Yes,40.8
13089022009,"Census Tract 220.09, DeKalb County",DeKalb,Atlanta Regional Commission,Yes,46.6
